endTime,artistName,trackName,msPlayed
2021-09-30 20:24,Dua Lipa,Don't Start Now,183290
2021-09-30 20:27,Flo Rida,Right Round,204640
2021-09-30 20:31,Alan Walker,Faded,212626
2021-09-30 21:38,CNCO,Reggaetón Lento (Bailemos),1175
2021-09-30 21:38,Kygo,Firestone,164891
2021-09-30 21:42,Sebastian Yatra,Traicionera,229386
2021-09-30 21:46,Natiruts,Andei Só - Ao Vivo,263106
2021-09-30 21:50,Fito y Fitipaldis,Ni negro ni blanco,224133
2021-09-30 21:55,Extrechinato y Tu,A la sombra de mi sombra,312733
2021-09-30 22:34,La Factoria,Todavia,152783
2021-09-30 23:05,La Factoria,Todavia,52831
2021-09-30 23:21,KAROL G,Tusa,71268
2021-09-30 23:36,Black Pumas,Colors,2120
2021-09-30 23:41,Black Pumas,Colors,244913
2021-09-30 23:46,David Pabon,Caradura,317587
2021-09-30 23:49,Mon Laferte,Amárrame,207333
2021-09-30 23:53,Yung Anime,Tokyo Ghoul Opening (Unravel),235743
2021-09-30 23:58,Macross 82-99,Plástico Amor,258625
2021-10-01 00:03,Night Tempo,Stay with Me - Night Tempo Showa Groove Mix,341747
2021-10-01 00:07,Rauw Alejandro,Todo De Ti,199604
2021-10-01 00:11,Vantage,Dancing All Night,281909
2021-10-01 00:23,Foster The People,Pumped Up Kicks,103999
2021-10-01 01:45,Katy Perry,Last Friday Night (T.G.I.F.),6125
2021-10-01 01:49,Katy Perry,Last Friday Night (T.G.I.F.),230746
2021-10-01 01:53,Katy Perry,California Gurls,234653
2021-10-01 01:57,Katy Perry,Firework,227880
2021-10-01 02:08,Katy Perry,Peacock,73640
2021-10-01 02:20,Dua Lipa,Don't Start Now,183290
2021-10-01 02:25,Ed Sheeran,Thinking out Loud,281560
2021-10-01 02:27,Meghan Trainor,Make You Dance - Jay Dixie Remix,160161
2021-10-01 02:32,Goldroom,City Girls,295250
2021-10-01 02:35,OneRepublic,Wherever I Go,169773
2021-10-01 02:40,Tiësto,In The Dark,276000
2021-10-01 02:43,Sam Smith,Dancing With A Stranger (with Normani),171029
2021-10-01 02:47,Avicii,Wake Me Up,247426
2021-10-01 02:49,Sofia Carson,Fool's Gold,141984
2021-10-01 02:53,Dua Lipa,Hallucinate,208505
2021-10-01 02:55,Alok,Free My Mind,160645
2021-10-01 02:59,Aaron Smith,Dancin (feat. Luvli) - Krono Remix,198053
2021-10-01 03:02,Calvin Harris,One Kiss (with Dua Lipa),214846
2021-10-01 03:06,Sam Smith,I Feel Love,254453
2021-10-01 03:10,Kygo,Stole the Show,223186
2021-10-01 03:13,Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,189413
2021-10-01 03:18,Dua Lipa,New Love,271934
2021-10-01 03:22,Sia,Chandelier,216120
2021-10-01 03:26,Aqualung,Brighter Than Sunshine,242439
2021-10-01 03:29,M-22,First Time,188918
2021-10-01 03:33,David Guetta,Titanium (feat. Sia),245040
2021-10-01 03:36,Sam Smith,Stay With Me,172723
2021-10-01 03:39,Robin Schulz,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,179960
2021-10-01 03:43,Dua Lipa,Bad Together,238826
2021-10-01 03:48,Goldroom,Fifteen - Oxford Remix,318626
2021-10-01 03:51,Tiësto,Don't Be Shy,23120
2021-10-01 03:51,Harry Styles,Watermelon Sugar,174000
2021-10-01 14:51,Amistades Peligrosas,Me quedaré solo,261933
2021-10-01 14:56,Poncho,Please Me,268466
2021-10-01 14:58,MEDUZA,Piece Of Your Heart - Alok Remix,166451
2021-10-01 15:03,Black Pumas,Colors,246586
2021-10-01 15:08,Night Tempo,Stay with Me - Night Tempo Showa Groove Mix,341746
2021-10-01 15:12,The Weeknd,Save Your Tears,215626
2021-10-01 15:17,Vantage,Count What You Have Now,300000
2021-10-01 15:20,Bruno Martini,Save Me,160429
2021-10-01 15:23,Fall Out Boy,"Dance, Dance",180266
2021-10-01 15:27,Foster The People,Pumped Up Kicks,239600
2021-10-01 15:30,My Chemical Romance,I'm Not Okay (I Promise),186480
2021-10-01 15:40,Two Door Cinema Club,Undercover Martyn,114232
2021-10-01 15:40,Two Door Cinema Club,What You Know,23055
2021-10-01 15:43,Two Door Cinema Club,Undercover Martyn,167773
2021-10-01 15:46,Two Door Cinema Club,What You Know,191426
2021-10-01 15:49,Two Door Cinema Club,Something Good Can Work,164186
2021-10-01 15:50,Two Door Cinema Club,Sleep Alone,24241
2021-10-01 15:53,Two Door Cinema Club,I Can Talk,177400
2021-10-01 15:57,Two Door Cinema Club,Are We Ready? (Wreck),230853
2021-10-01 16:00,Two Door Cinema Club,This Is the Life,210733
2021-10-01 16:03,Two Door Cinema Club,Sun,187720
2021-10-01 16:07,Two Door Cinema Club,Changing of the Seasons,222880
2021-10-01 16:11,Two Door Cinema Club,Cigarettes in the Theatre,214293
2021-10-01 16:15,Two Door Cinema Club,Bad Decisions,297786
2021-10-01 16:18,Two Door Cinema Club,"Eat That Up, It's Good for You",166412
2021-10-01 16:22,Black Pumas,Colors,246586
2021-10-01 16:26,Noisettes,Never Forget You,192213
2021-10-01 16:29,Robin Schulz,Sugar (feat. Francesco Yates),219043
2021-10-01 16:34,8D Tunes,Everywhere (8D Audio),259677
2021-10-01 16:38,Blur,Girls & Boys,259386
2021-10-01 16:44,The Temper Trap,Sweet Disposition,25696
2021-10-01 16:48,Black Pumas,Colors,246586
2021-10-01 16:52,Poncho,Please Me,268466
2021-10-01 16:56,Flo Rida,Right Round,204640
2021-10-01 17:12,David Pabon,Caradura,82616
2021-10-02 13:38,Black Pumas,Colors,9614
2021-10-02 13:43,Black Pumas,Colors,246586
2021-10-02 13:47,Tan Bionica,Obsesionario en la Mayor,266840
2021-10-02 13:52,Vantage,Count What You Have Now,300000
2021-10-02 13:55,SAULT,Trap Life,183000
2021-10-02 14:00,David Pabon,Caradura,317586
2021-10-02 14:05,Cage The Elephant,Come A Little Closer,229346
2021-10-02 14:10,Los Tres,Un Amor Violento,272520
2021-10-02 14:15,Bajo Kontrol,La Cinta Rosa,246700
2021-10-02 14:19,Julieta Venegas,Algo Está Cambiando,240120
2021-10-02 14:21,Foster The People,Pumped Up Kicks,99146
2021-10-02 15:43,Julieta Venegas,Algo Está Cambiando,2160
2021-10-02 15:48,Radio Ambulante,El reloj y la linterna,255613
2021-10-02 16:35,Roberto Jordan,Hazme una Señal - Gimme Little Sign,5135
2021-10-02 16:35,PXNDX,Procedimientos para Llegar a un Común Acuerdo,37496
2021-10-02 16:36,Inner Circle,Bad Boys (Theme from COPS),57241
2021-10-02 16:40,Shakira,Octavo Día,233736
2021-10-02 16:45,Jon Secada,Otro Día Más Sin Verte,327240
2021-10-02 16:50,El Cuarteto De Nos,Enamorado tuyo,259680
2021-10-02 16:55,Rata Blanca,Guerrero Del Arco Iris,304586
2021-10-02 16:59,Los Rodriguez,Para no olvidar,234813
2021-10-02 17:02,Calvin Harris,One Kiss (with Dua Lipa),214846
2021-10-02 17:07,Voltaje,Fans Enamorada,264386
2021-10-02 17:12,Danny Ocean,Me Rehúso,318201
2021-10-02 17:16,El Cuarteto De Nos,Lo malo de ser bueno,242120
2021-10-02 17:20,Valentino,Bésame,234146
2021-10-02 17:24,Portugal. The Man,Atomic Man,227253
2021-10-02 17:28,Duke Dumont,Ocean Drive,206320
2021-10-02 17:32,Portugal. The Man,Live in the Moment,246786
2021-10-02 17:34,Bag Raiders,Shooting Stars,160997
2021-10-02 18:45,Leviro,Joshua Tree,2760
2021-10-02 18:45,Oasis,Champagne Supernova - Remastered,2592
2021-10-02 18:45,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),7851
2021-10-02 18:47,Leviro,Joshua Tree,118419
2021-10-02 18:49,AINT,Down from This High,110377
2021-10-02 18:51,Harlachyng,You,106909
2021-10-02 18:53,Noonlight,Ballad,115882
2021-10-02 18:55,SRTW,Rhythm of My Heart,112617
2021-10-02 18:57,Leviro,Energy,127165
2021-10-02 18:59,Leviro,Supposed to Love You,132227
2021-10-02 19:01,SRTW,The Rain,104071
2021-10-02 19:03,ROYDIG,Enough,115671
2021-10-02 19:05,minite,There's No Other Place,128727
2021-10-02 19:07,Pool Blue,Let Go,110087
2021-10-02 19:09,YVO,Rain,129911
2021-10-02 19:11,Noile,Done,113143
2021-10-02 19:13,Luca,Leaving Ground,126429
2021-10-02 19:15,GEPPS,Just Can't Take It,124364
2021-10-02 19:17,nourii,Forever and a Day,126545
2021-10-02 19:19,ROYDIG,Gravity,108990
2021-10-02 19:21,Jam Patong,Lift Me Up,111014
2021-10-02 19:23,YVO,Say Something,141356
2021-10-02 19:25,Nina Young,Wild Eyes,120000
2021-10-02 19:27,nourii,Let Me Be With You,129818
2021-10-02 19:30,SRTW,Bar Night,141913
2021-10-02 19:32,NLSN,Almost a Lover,121471
2021-10-02 19:33,LDVC,Sweet Home,118309
2021-10-02 19:36,Leviro,Is It Okay,140223
2021-10-02 19:38,Buchs,Chevrolet,133333
2021-10-02 19:40,AINT,What You Waiting For,128491
2021-10-02 19:43,Luca,Leave It Behind,144900
2021-10-02 19:45,COLIN,New York,131053
2021-10-02 19:47,Luca,Here with Me,146182
2021-10-02 19:49,Nimus,With You,135146
2021-10-02 19:52,LDVC,No Promises,124706
2021-10-02 19:54,Novino,Fallin',118971
2021-10-02 19:56,Ocean Ave,Autumn,125766
2021-10-02 19:57,Sadion,Blueclap,108900
2021-10-02 20:00,Ocean Ave,Collide,138382
2021-10-02 20:02,Buchs,Sweet Nostalgia,137455
2021-10-02 20:04,Leviro,Go Now,119609
2021-10-02 20:06,AINT,You & Me,117222
2021-10-02 20:08,Pool Blue,Feel U,103304
2021-10-02 20:10,nourii,Make up Your Mind,140168
2021-10-02 20:12,Sandé,Not Ready,112571
2021-10-02 20:14,POURI X,In the Sky,106071
2021-10-02 20:16,Luvine,Over the Oceans,120417
2021-10-02 20:18,Oyzeau,Never Enough,128592
2021-10-02 20:20,Leviro,Let Us Drive,120506
2021-10-02 20:22,Sandé,Already Like a Dream,120841
2021-10-02 20:24,Kid Ava,On My Mind,118868
2021-10-02 20:26,AZUUR,Whole Wide World,132125
2021-10-02 20:28,NLSN,Human,139138
2021-10-02 20:30,No Treasure,Lonely,130461
2021-10-02 20:32,GEPPS,I Know You,102778
2021-10-02 20:35,Mauve,Just Stay,155250
2021-10-02 20:37,SRTW,Close My Eyes,115579
2021-10-02 20:39,No Treasure,Just Another Day,124636
2021-10-02 20:41,Jam Patong,Happy Days,130879
2021-10-02 20:43,VANBLI,Wherever You Are,139513
2021-10-02 20:45,SRTW,Boniverde,87652
2021-10-02 20:46,RAZUNA,I See You,101000
2021-10-02 20:48,nourii,Somebody Else,116765
2021-10-02 20:51,Luca,when i loved u,136174
2021-10-02 20:53,Loumé,Oslo,117600
2021-10-02 20:54,Fella Sleep,You Got Me,105763
2021-10-02 20:57,Beau Chapeau,In My Mind,132135
2021-10-02 21:07,Little Venice,I Don't Need to Know,44106
2021-10-03 04:22,Ella Eyre,Good Times,236306
2021-10-03 04:27,Soda Stereo,Entre Canibales - MTV Unplugged,294146
2021-10-03 04:32,Rey Ruiz,No Me Acostumbro,289586
2021-10-03 04:36,La Unión,Lobo-hombre en París,233266
2021-10-03 04:50,JEONG EUN JI,To Me,210213
2021-10-03 15:27,Aguas Ardientes,Bogotá,190192
2021-10-03 15:31,Nacha Pop,Lucha De Gigantes,248373
2021-10-03 15:35,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,248413
2021-10-03 15:40,Electric Light Orchestra,Secret Messages,283400
2021-10-03 15:44,Red Hot Chili Peppers,Under the Bridge,264306
2021-10-03 15:45,Manuel Medrano,Bajo El Agua,55502
2021-10-03 15:49,John Newman,Love Me Again,239894
2021-10-03 15:53,Smash Mouth,All Star,200373
2021-10-03 15:58,Aerosmith,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",299760
2021-10-03 15:59,Twenty One Pilots,Stressed Out,69792
2021-10-03 16:01,Twenty One Pilots,Stressed Out,132596
2021-10-03 16:06,Peter Bjorn and John,Young Folks,276693
2021-10-03 16:10,Radiohead,Creep,238640
2021-10-03 16:14,Ed Sheeran,Perfect,263400
2021-10-03 16:22,Friendly Fires,Paris - Aeroplane Remix,465333
2021-10-03 16:26,Kygo,Stole the Show,223187
2021-10-03 16:29,HTHAZE,I Love You Baby,202623
2021-10-03 16:35,Oasis,Stand by Me,356600
2021-10-03 16:39,Daryl Hall & John Oates,Maneater,273173
2021-10-03 16:44,Echo & the Bunnymen,Nocturnal Me,298933
2021-10-03 16:48,Betty j,I Follow Rivers - The Magician Remix,238032
2021-10-03 16:52,Raphael Lake,Stand Understood,193306
2021-10-03 16:57,Low Roar,I'll Keep Coming,352347
2021-10-03 17:01,99 Souls,The Girl Is Mine,216613
2021-10-03 17:06,John Legend,All of Me,269560
2021-10-03 17:10,Stone Sour,Through Glass,282947
2021-10-03 17:14,Empire of the Sun,Walking On A Dream,198440
2021-10-03 17:18,The Killers,Read My Mind,246840
2021-10-03 17:22,The Chainsmokers,Closer,244960
2021-10-03 17:26,Kungs,This Girl (Kungs Vs Cookin' On 3 Burners) - Extended,242736
2021-10-03 17:29,Charly Black,Gyal You A Party Animal,214867
2021-10-03 17:33,Ace of Base,All That She Wants,211213
2021-10-03 17:36,The Weeknd,Blinding Lights,200040
2021-10-03 17:39,The Beach Boys,Wouldn't It Be Nice - Remastered 2000 / Stereo Mix,153205
2021-10-03 17:42,Rag'n'Bone Man,Human,200187
2021-10-03 17:46,alt-J,In Cold Blood,206853
2021-10-03 17:49,Fools Garden,Lemon Tree,191027
2021-10-03 17:59,Calvin Harris,Summer,8475
2021-10-03 18:20,Calvin Harris,Summer,33575
2021-10-03 18:23,Blondie,One Way Or Another,208467
2021-10-03 18:28,Dua Lipa,New Love,271935
2021-10-03 18:32,Friendly Fires,Hawaiian Air,252200
2021-10-03 18:36,Adele,Someone Like You,256789
2021-10-03 18:39,Dolly Parton,The Bargain Store,161840
2021-10-03 18:43,Katy Perry,Firework,227893
2021-10-03 18:50,ASC,Volatile,414427
2021-10-03 18:55,Muse,Uprising,304840
2021-10-03 18:58,Duke Dumont,Real Life,205773
2021-10-03 19:06,Two Door Cinema Club,Changing of the Seasons - Francesco Rossi Remix,447765
2021-10-03 19:09,Cage The Elephant,It's Just Forever,210333
2021-10-03 19:13,LP,Other People,244946
2021-10-03 19:19,Night Tempo,Stay with Me - Night Tempo Showa Groove Mix,341747
2021-10-03 19:23,Disclosure,Latch,255632
2021-10-03 19:26,The Beach Boys,Wouldn't It Be Nice - Remastered 2000 / Stereo Mix,153205
2021-10-03 19:30,John Newman,Love Me Again,239894
2021-10-03 19:33,Karen Harding,Say Something - Zac Samuel Remix,213135
2021-10-03 19:38,Electric Light Orchestra,Telephone Line,279813
2021-10-03 19:42,Poncho,Please Me,268466
2021-10-03 19:45,Philip George,Wish You Were Mine - Radio Edit,177561
2021-10-03 19:49,The Wanted,Glad You Came,197936
2021-10-03 19:52,The Weeknd,Starboy,230453
2021-10-03 19:56,The Outfield,Your Love,216467
2021-10-03 20:00,Dua Lipa,Last Dance,228976
2021-10-03 20:03,Noisettes,Never Forget You,192213
2021-10-03 20:06,Smash Mouth,All Star,200373
2021-10-03 20:10,Khalid,Reasons,232025
2021-10-03 20:15,Oasis,Wonderwall - Remastered,258773
2021-10-03 20:18,Jubel Sax,Jubel,222720
2021-10-03 20:22,alt-J,In Cold Blood,206853
2021-10-03 20:25,Rag'n'Bone Man,Human,200187
2021-10-03 20:28,Harry Styles,Watermelon Sugar,174000
2021-10-03 20:31,Dear Frederic,Outlast - Tork Remix,190218
2021-10-03 20:35,Kungs,This Girl (Kungs Vs Cookin' On 3 Burners) - Extended,242736
2021-10-03 20:39,Black Pumas,Colors,246587
2021-10-03 20:43,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",207333
2021-10-03 20:47,Daryl Hall & John Oates,Maneater,273173
2021-10-03 20:50,SEB,seaside_demo,132000
2021-10-03 20:53,Selena Gomez,Same Old Love,229080
2021-10-03 20:57,Sawyer Fredericks,This Fire,226600
2021-10-03 21:00,Portugal. The Man,Feel It Still,163253
2021-10-03 21:03,Calvin Harris,Under Control (feat. Hurts),184280
2021-10-03 21:08,Oasis,Stop Crying Your Heart Out,303133
2021-10-03 21:12,The Police,Every Breath You Take,251333
2021-10-03 21:17,Ed Sheeran,Thinking out Loud,281560
2021-10-03 21:20,MK,Piece of Me,188707
2021-10-03 21:23,Alonestar,Raise Em Up - Dance Remix,172942
2021-10-03 21:27,David Guetta,Titanium (feat. Sia),245040
2021-10-03 21:31,Avicii,Wake Me Up,247427
2021-10-03 21:35,8D Tunes,Everywhere (8D Audio),259677
2021-10-03 21:39,Fools Garden,Lemon Tree,191027
2021-10-03 21:42,Katy Perry,Teenage Dream,227760
2021-10-03 21:46,Franz Ferdinand,Take Me Out,237027
2021-10-03 21:51,Moloko,Sing It Back,263853
2021-10-03 21:54,John Newman,Come And Get It,184107
2021-10-03 21:58,Foster The People,Pumped Up Kicks,239600
2021-10-03 22:01,Dua Lipa,Lost In Your Light (feat. Miguel),203769
2021-10-03 22:05,Bag Raiders,Shooting Stars,235813
2021-10-03 22:09,Gotye,Somebody That I Used To Know,244885
2021-10-03 22:13,Duke Dumont,Love Song - Will Clarke Remix,208661
2021-10-03 22:16,Charly Black,Gyal You A Party Animal,214867
2021-10-03 22:20,Cage The Elephant,Come A Little Closer,229347
2021-10-03 22:24,The Temper Trap,Sweet Disposition,231547
2021-10-03 22:28,Blur,Girls & Boys,259387
2021-10-03 22:33,Empire of the Sun,We Are The People,272175
2021-10-03 22:36,Calvin Harris,One Kiss (with Dua Lipa),214847
2021-10-03 22:40,Robin Schulz,Sugar (feat. Francesco Yates),219043
2021-10-03 22:44,Kygo,Stole the Show,223187
2021-10-03 22:47,Gorillaz,Feel Good Inc.,222640
2021-10-03 22:51,99 Souls,The Girl Is Mine,216613
2021-10-03 23:03,Cage The Elephant,Spiderhead,98197
2021-10-04 01:07,Twenty One Pilots,Stressed Out,132596
2021-10-04 01:11,Friendly Fires,Hurting - Tensnake Remix,285652
2021-10-04 01:15,Friendly Fires,Lovesick,234733
2021-10-04 01:19,alt-J,In Cold Blood,206853
2021-10-04 01:23,LP,Lost on You,268105
2021-10-04 01:28,Coldplay,Adventure of a Lifetime,263786
2021-10-04 01:31,Calvin Harris,Summer,222533
2021-10-04 01:35,Shawn Mendes,Never Be Alone,215813
2021-10-04 01:39,Mario Lopez,Angel Eyes - Radio Cut,225453
2021-10-04 01:43,Route 94,My Love (feat. Jess Glynne),259934
2021-10-04 01:47,Justin Bieber,Beauty And A Beat,227986
2021-10-04 01:51,Cage The Elephant,Spiderhead,222813
2021-10-04 01:53,Pharrell Williams,"Happy - From ""Despicable Me 2""",147461
2021-10-04 01:54,Pharrell Williams,"Happy - From ""Despicable Me 2""",2053
2021-10-04 01:58,Franz Ferdinand,Take Me Out,237026
2021-10-04 02:01,Empire of the Sun,Walking On A Dream,198440
2021-10-04 02:06,Coldplay,The Scientist,309600
2021-10-04 02:10,Tom Odell,Another Love,244360
2021-10-04 02:13,Raphael Lake,Stand Understood,193306
2021-10-04 02:17,Baby Bash,Suga Suga,239026
2021-10-04 02:21,Dua Lipa,IDGAF,217946
2021-10-04 02:25,Dua Lipa,Room for 2,208689
2021-10-04 02:29,The Verve,Lucky Man,293586
2021-10-04 02:34,Foals,Inhaler,292546
2021-10-04 02:39,Red Hot Chili Peppers,Can't Stop,269000
2021-10-04 02:43,The Weeknd,Starboy,230453
2021-10-04 02:47,Michael Jackson,Love Never Felt So Good,246026
2021-10-04 02:52,Peter Bjorn and John,Young Folks,276693
2021-10-04 02:57,The Police,Every Breath You Take,251333
2021-10-04 03:01,Friendly Fires,Hawaiian Air,252200
2021-10-04 03:06,Selena Gomez,Same Old Love,288761
2021-10-04 03:10,Ella Eyre,Good Times,236306
2021-10-04 03:15,Goldroom,City Girls,295250
2021-10-04 03:17,Alonestar,Raise Em Up - Dance Remix,172941
2021-10-04 03:21,Eurythmics,Sweet Dreams (Are Made of This) - Remastered,216933
2021-10-04 03:25,Vantage,Dancing All Night,235000
2021-10-04 03:29,Calvin Harris,How Deep Is Your Love,212640
2021-10-04 03:29,Echo & the Bunnymen,Nocturnal Me,652
2021-10-04 15:24,Hector Rey,Te Propongo,29181
2021-10-04 15:30,David Pabon,Caradura,317586
2021-10-04 15:35,Joe Arroyo,Tal Para Cual,276733
2021-10-04 15:39,Johnny Cruz,La Boda De Ella (feat. Ray Banona),243760
2021-10-04 15:43,Grupo Niche,Eres,268560
2021-10-04 15:49,Milagros pinera & Sanmera,Fragilidad,2056
2021-10-04 15:49,Conjunto Chaney,Amor De Primavera,319921
2021-10-04 15:54,Bobby Valentin,La Boda de Ella,326400
2021-10-04 15:58,Bacalao Men,Cometas,256880
2021-10-04 16:04,Rubén Blades,Amor y Control,348346
2021-10-04 16:11,Willie Colón,El Gran Varón,414706
2021-10-04 16:16,Guayacán Orquesta,Cada Dia Que Pasa,297508
2021-10-04 16:20,Frankie Ruiz,La Cura,203770
2021-10-04 16:25,Grupo Niche,Busca Por Dentro,354133
2021-10-04 16:30,Grupo Niche,Eres,268560
2021-10-04 16:34,Orquesta Bronko,Veneno Para Dos,234187
2021-10-04 16:39,Ismael Miranda,Caretas,311733
2021-10-04 16:45,Roberto Roena,Como Te Hago Entender,344626
2021-10-04 16:50,Sonora Ponceña,De Que Callada Manera,289410
2021-10-04 16:55,Guayacán Orquesta,"Te Amo, Te Extraño",336640
2021-10-04 16:58,Conjunto Chaney,Amor De Primavera,155796
2021-10-04 16:59,Tito Rojas,Es Mi Mujer,1623
2021-10-04 17:03,Black Pumas,Colors,246586
2021-10-04 17:05,Two Door Cinema Club,Undercover Martyn,167773
2021-10-04 17:08,Olivia Rodrigo,good 4 u,178146
2021-10-04 17:11,El Cuarteto De Nos,Cómo pasa el tiempo,5520
2021-10-04 17:11,Tan Bionica,Obsesionario en la Mayor,41913
2021-10-05 04:46,Katy Perry,Who Am I Living For?,6815
2021-10-05 04:46,Katy Perry,The One That Got Away,227333
2021-10-05 04:50,Katy Perry,Teenage Dream,227760
2021-10-05 04:51,Katy Perry,Last Friday Night (T.G.I.F.),52219
2021-10-05 04:55,Black Pumas,Colors,246586
2021-10-05 04:58,Katy Perry,The One That Got Away,198083
2021-10-05 05:02,Katy Perry,Firework,227880
2021-10-05 05:22,Foster The People,Pumped Up Kicks,45162
2021-10-06 02:00,Foster The People,Pumped Up Kicks,2249
2021-10-06 02:02,Black Pumas,Colors,152068
2021-10-06 02:22,Poncho,Please Me,268466
2021-10-06 02:25,Two Door Cinema Club,Undercover Martyn,167773
2021-10-06 02:28,Olivia Rodrigo,good 4 u,178146
2021-10-06 02:33,Milky Chance,Stolen Dance,313684
2021-10-06 02:37,Rauw Alejandro,Todo De Ti,199604
2021-10-06 02:40,Mon Laferte,Amárrame,207333
2021-10-06 02:45,Juan Pablo Vega,Nada Personal,281960
2021-10-06 02:49,The Temper Trap,Sweet Disposition,231546
2021-10-06 02:53,Poncho,Please Me,268466
2021-10-06 02:56,Two Door Cinema Club,Undercover Martyn,167773
2021-10-06 03:01,Tan Bionica,Obsesionario en la Mayor,266840
2021-10-06 03:03,Olivia Rodrigo,good 4 u,115452
2021-10-06 03:35,Sleep Fruits Music,"Rain Fruits Sounds, Pt. 173",31000
2021-10-06 03:36,Sleep Fruits Music,"Rain Fruits Sounds, Pt. 146",32000
2021-10-06 03:36,Sleep Fruits Music,"Rain Fruits Sounds, Pt. 209",31000
2021-10-06 03:37,Sleep Fruits Music,"Rain Fruits Sounds, Pt. 56",32000
2021-10-06 03:38,Sleep Fruits Music,"Rain Fruits Sounds, Pt. 115",31000
2021-10-06 03:38,Sleep Fruits Music,"Rain Fruits Sounds, Pt. 165",31000
2021-10-06 03:39,Sleep Fruits Music,"Night Rain Thunder, Pt. 32",39000
2021-10-06 03:39,Sleep Fruits Music,"Rain Fruits Sounds, Pt. 105",31000
2021-10-06 03:40,Sleep Fruits Music,"Rain Fruits Sounds, Pt. 149",31000
2021-10-06 03:40,Sleep Fruits Music,"Night Rain Thunder, Pt. 36",39000
2021-10-06 03:41,Sleep Fruits Music,"Rain Fruits Sounds, Pt. 144",32000
2021-10-06 03:42,Sleep Fruits Music,"Rain Fruits Sounds, Pt. 170",32000
2021-10-06 03:42,Sleep Fruits Music,"Rain Fruits Sounds, Pt. 224",32000
2021-10-06 03:43,Sleep Fruits Music,"Rain Fruits Sounds, Pt. 205",31000
2021-10-06 03:43,Sleep Fruits Music,"Rain Thunder, Pt. 149",42000
2021-10-06 03:44,Sleep Fruits Music,"Rain Fruits Sounds, Pt. 77",31000
2021-10-06 03:44,Sleep Fruits Music,"Rain Fruits Sounds, Pt. 219",31000
2021-10-06 03:45,Sleep Fruits Music,"Rain Fruits Sounds, Pt. 153",31000
2021-10-06 03:45,Sleep Fruits Music,"Rain Fruits Sounds, Pt. 128",32000
2021-10-06 03:46,Sleep Fruits Music,"Rain Fruits Sounds, Pt. 53",31000
2021-10-06 03:46,Sleep Fruits Music,"Rain Fruits Sounds, Pt. 225",31000
2021-10-06 03:47,Sleep Fruits Music,"Rain Fruits Sounds, Pt. 92",32000
2021-10-06 03:48,Sleep Fruits Music,"Rain Fruits Sounds, Pt. 102",32000
2021-10-06 03:48,Sleep Fruits Music,"Rain Thunder, Pt. 24",43000
2021-10-06 03:49,Sleep Fruits Music,"Rain Thunder, Pt. 51",42000
2021-10-06 03:49,Sleep Fruits Music,"Rain Fruits Sounds, Pt. 38",32000
2021-10-06 03:50,Sleep Fruits Music,"Rain Fruits Sounds, Pt. 47",31000
2021-10-06 03:50,Sleep Fruits Music,"Rain Fruits Sounds, Pt. 211",8140
2021-10-06 11:49,Lucybell,Mataz,1207
2021-10-06 11:49,Manuel Medrano,Tengo Que Llegar A Tiempo,11187
2021-10-06 11:49,Manuel Medrano,Más Allá,2621
2021-10-06 11:53,Charly García,Hablando a Tu Corazón,255266
2021-10-06 11:57,Zoé,Corazón Atómico,234386
2021-10-06 12:02,Los Bunkers,Si Estás Pensando Mal de Mí,266546
2021-10-06 12:07,Los Tres,Un Amor Violento,272520
2021-10-06 12:11,Julieta Venegas,Algo Está Cambiando,240120
2021-10-06 12:14,Zoé,Soñé - En Vivo,226626
2021-10-06 12:19,La Franela,Hacer un puente,282958
2021-10-06 12:23,Juan Pablo Vega,Dejarnos Ir,222598
2021-10-06 12:27,Los Makenzy,Aura,252346
2021-10-06 12:32,Devendra Banhart,Santa Maria De Feira,275493
2021-10-06 12:35,Indios,Ya Pasó,224946
2021-10-06 12:40,Los Bunkers,Nada Nuevo Bajo El Sol,286106
2021-10-06 12:45,Tan Bionica,Obsesionario en la Mayor,266840
2021-10-06 12:49,Bajo Kontrol,La Cinta Rosa,246700
2021-10-06 12:52,Gustavo Cerati,Te Llevo para Que Me Lleves,224093
2021-10-06 12:56,Gepe,Hablar de Ti,205569
2021-10-06 13:00,PXNDX,Los Malaventurados No Lloran - MTV Unplugged,238841
2021-10-06 13:04,Gondwana,Antonia,246493
2021-10-06 13:08,Mi Amigo Invencible,Máquina del Tiempo,263976
2021-10-06 13:12,Los Bunkers,Llueve Sobre La Ciudad,236472
2021-10-06 13:13,Danza Invisible,Sin aliento,68104
2021-10-06 16:53,Black Pumas,Colors,176771
2021-10-06 16:57,Tame Impala,The Less I Know The Better,216320
2021-10-06 17:00,Empire of the Sun,Walking On A Dream,198440
2021-10-06 17:04,Poncho,Please Me,268466
2021-10-06 17:30,Robin Schulz,Sugar (feat. Francesco Yates),8290
2021-10-06 17:46,Blur,Girls & Boys,8160
2021-10-07 14:59,Tiësto,Don't Be Shy,1380
